Feature,Coefficient
Bifidobacterium,-0.010216074929711105
Sporosarcina,-0.009981455267206861
Aliiglaciecola,0.00996114242808709
Clostridiisalibacter,-0.009953191458843188
Pseudarcobacter,-0.009795986471879892
Tuberibacillus,0.009647030820496966
Acetobacter,-0.00940753751783662
Kosakonia,-0.00940347326170438
Lysobacter,-0.009379907808335862
Atlantibacter,-0.009260609591892859
Pseudomonas,0.009186342806968402
Oceanobacillus,-0.009180853938457028
Spiroplasma,0.009170569227460963
Ochrobactrum,-0.009075005782052765
Malaciobacter,-0.009024420703188993
Microbulbifer,-0.009024420703188879
Marihabitans,-0.009024420703188879
Aequorivita,-0.009024420703188877
Salegentibacter,-0.009024420703188847
Alishewanella,-0.009024420703188795
Halarcobacter,-0.009024420703188795
Filifactor,-0.009024420703188795
Marine Methylotrophic Group 2,0.008937589076510807
Clostridium sensu stricto 8,-0.008924628429448519
Neomicrococcus,-0.008924628429448519
Oryzihumus,-0.008924628429448517
Clostridium sensu stricto 12,-0.008924628429448444
Sarcina,-0.008924628429448439
Sphingobacterium,-0.008846343335997695
Luteimonas,-0.00874671253039702
Psychromonas,-0.008688223140060477
Pantoea,-0.008654294010376791
Erwinia,-0.008550094713167339
Carnimonas,-0.008497424818270509
Saccharopolyspora,-0.008259700876248086
Dietzia,-0.008131242438911768
Globicatella,-0.007644125752101009
Thiomicrospira,0.007623904170541629
Ferrimonas,-0.007514910043157902
Paraclostridium,-0.0075149100431577635
Lachnospiraceae NK3A20 group,-0.0075149100431577635
Streptomyces,-0.007512199164105747
Ignatzschineria,-0.007510167398170708
Chishuiella,-0.0074433751813247975
Rhodococcus,-0.007342747679673421
Pseudoxanthomonas,-0.007109990126712375
Dermacoccus,-0.0070954758868283195
Marinobacterium,-0.0070954758868283134
Acetitomaculum,-0.007071049426979152
Paludicola,-0.007071049426979152
Altererythrobacter,-0.007071049426979152
Lawsonia,-0.007071049426979152
Sulfurospirillum,-0.007071049426979152
Lachnospiraceae UCG-004,-0.007071049426979137
Mesonia,-0.007071049426979134
Polaromonas,-0.007071049426979134
Psychroflexus,-0.007071049426979125
Alkalibacterium,-0.007071049426979116
Yaniella,-0.007071049426979113
Sutterella,-0.007071049426979106
Barnesiella,-0.007071049426979106
Chromohalobacter,-0.007071049426979089
Paenalcaligenes,-0.0070709348340712895
Xenorhabdus,-0.0070709348340712895
Gluconobacter,-0.0070709348340712895
Klenkia,-0.0070709348340712895
Candidatus Regiella,-0.0070709348340712895
Methylotenera,-0.0070709348340712895
Falsirhodobacter,-0.0070709348340712895
Diaphorobacter,-0.0070709348340712895
Actinoplanes,-0.0070709348340712895
Delftia,-0.0070709348340712895
Taibaiella,-0.0070709348340712895
Mycobacterium,-0.0070709348340712895
Mucilaginibacter,-0.0070709348340712895
Amaricoccus,-0.0070709348340712895
Solitalea,-0.0070709348340712895
Oscillibacter,-0.007070934834071286
Haliangium,-0.007070934834071286
Cellvibrio,-0.007070934834071286
Promicromonospora,-0.007070934834071286
Candidatus Phytoplasma,-0.007070934834071273
Moheibacter,-0.007070934834071273
Anaerocolumna,-0.007070934834071273
Timonella,-0.007070934834071273
Biostraticola,-0.007070934834071273
Agromyces,-0.007070934834071273
Polymorphobacter,-0.007070934834071273
Verticiella,-0.007070934834071267
Pseudonocardia,-0.007070934834071267
Dyadobacter,-0.007070934834071234
Fluviicola,-0.007070934834071234
Ruminobacter,-0.007070934834071234
Rhodobaculum,-0.007070934834071234
Thermoactinomyces,-0.007070934834071234
GKS98 freshwater group,-0.007070934834071234
Acholeplasma,-0.007070934834071234
Sediminivirga,-0.007070934834071234
Novosphingobium,-0.007070934834071234
Lampropedia,-0.007070934834071234
Xanthomonas,-0.007070934834071234
Arenimonas,-0.007070934834071234
Corticicoccus,-0.007070934834071234
Gordonia,-0.007070934834071234
Burkholderia-Caballeronia-Paraburkholderia,-0.007070934834071234
Pajaroellobacter,-0.007070934834071232
Pluralibacter,-0.007070934834071232
Wohlfahrtiimonas,-0.007070934834071232
Aquabacterium,-0.007070934834071232
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,-0.007070934834071232
Rhodomicrobium,-0.007070934834071232
Nocardioides,-0.007070934834071228
Rhodoferax,-0.007070934834071228
Variovorax,-0.007070934834071228
Achromobacter,-0.007070934834071228
Methylobacterium-Methylorubrum,-0.007070934834071228
Arsenicitalea,-0.007070934834071228
Curtobacterium,-0.007070934834071228
Saccharibacillus,-0.007070934834071228
Aeribacillus,-0.007070934834071228
Abditibacterium,-0.007070934834071228
Enteractinococcus,-0.007070934834071228
Kerstersia,-0.007070934834071228
Pedobacter,-0.007070934834071228
Cryptosporangium,-0.007070934834071228
Christensenellaceae R-7 group,-0.007070934834071228
Georgenia,-0.007070934834071228
Candidatus Stammerula,-0.007070934834071228
Sphingobium,-0.007070934834071228
Phaseolibacter,-0.007070934834071228
Sphingomonas,-0.007070934834071228
Kocuria,-0.007060039417338157
Faecalicoccus,0.007025151752868635
Salimicrobium,0.007025151752868623
Pisciglobus,0.007025151752868623
Helcococcus,0.00702515175286862
Empedobacter,-0.006936142266964671
Azotobacter,-0.006779369480957046
Raoultella,-0.006764819788859756
Olsenella,-0.00670394758669564
Haematomicrobium,-0.006683302269438447
Soonwooa,-0.0065628460479690955
Glaciecola,-0.006535559471011596
Facklamia,-0.006451756249181827
Tetragenococcus,0.0064143655188011895
Tolumonas,0.006285155789396326
Yokenella,-0.0062180883674554975
Candidatus Ecksteinia,0.006193947369887873
Enterobacter,-0.006185814691678686
Halobacillus,0.0060754112945827195
Aneurinibacillus,-0.00594224985708387
Lentilactobacillus,-0.005901382162012075
Thiobacillus,0.00579105558796962
Planococcus,-0.005744986790693499
Tatumella,-0.005471267049759307
Corynebacterium,-0.005241746054017326
Paenisporosarcina,-0.005233662080121296
Pseudohongiella,-0.005057143576719561
Leminorella,0.004961433316452547
Arsenophonus,-0.004947988595153192
Thioalkalispira-Sulfurivermis,0.00472812966012939
Cohnella,-0.004292859436222863
Enterococcus,0.004241851385654312
Pilibacter,-0.004147810931001425
Bowmanella,-0.0037396698762635367
Simiduia,-0.0037396698762635345
Cedecea,0.0036689109317567517
Abiotrophia,-0.003519514513998652
Solibacillus,-0.003103412393157634
Floricoccus,-0.0030957446401704714
Tissierella,0.0030319894699340046
Vitreoscilla,0.0030297901849567366
Glutamicibacter,0.002920971470130397
Fructobacillus,0.002725716752221122
Staphylococcus,-0.002552023271031103
Aestuariibacter,0.002505691700211177
Psychrobacillus,0.0024890795597231744
Halomonas,-0.002481199414197066
Budvicia,-0.002221171311926263
Alicyclobacillus,-0.002056086603074568
Bacillus,0.001975828653411575
Aquicella,0.001856412539514065
Algicola,0.0016141962184320277
Morganella,-0.0015740449619255949
Macrococcus,-0.0014812367805589015
Vibrio,-0.00140394061531992
Haloplasma,0.0013692868593839025
Trichococcus,-0.001289528369957531
Oleispira,-0.001129296516310741
Thalassolituus,0.0010650561464147306
Oleibacter,0.0010538335066496256
Erysipelothrix,-0.0009815625035697016
Faecalitalea,0.0009030057541124067
Gemella,-0.00083005694852186
Agrococcus,-0.0008059259018456882
Rosenbergiella,-0.0005586377851767263
Nitrosomonas,0.0005415649289170578
Alteromonas,0.0005249089845648103
UCG-004,-0.0005191030235235745
AAP99,-0.0002541871631130075
Lactiplantibacillus,-0.0002482956636505822
Dielma,3.422385526422659e-05
Clostridium sensu stricto 3,-2.7692521818411823e-05
Pasteurella,0.0
Pseudoalteromonas,0.0
Enterobacillus,0.0
Edwardsiella,0.0
Izhakiella,0.0
Aquamonas,0.0
Jeotgalibaca,0.0
Domibacillus,0.0
ZOR0006,0.0
Clostridium sensu stricto 10,0.0
[Clostridium] innocuum group,0.0
Methylobacillus,0.0
Succinimonas,0.0
Tenuibacillus,0.0
